lea_no,lea_name,school_no,school_name,eligible,participating,isp
240,Columbus County Schools,368,Nakina Middle School,X,X,0.5515
240,Columbus County Schools,370,Old Dock Elementary,X,X,0.5207
240,Columbus County Schools,371,South Columbus High,X,X,0.4716
240,Columbus County Schools,372,Tabor City Elementary,X,X,0.715
240,Columbus County Schools,373,Columbus Career and College Academy,X,X,0.4776
240,Columbus County Schools,376,Tabor City Middle,X,X,0.6872
240,Columbus County Schools,380,West Columbus High,X,X,0.6681
240,Columbus County Schools,388,Williams Township Elementary,X,X,0.5342
241,Whiteville City Schools,304,Central Middle,X,X,0.7203
241,Whiteville City Schools,308,Edgewood Elementary,X,X,0.7605
241,Whiteville City Schools,316,Whiteville High,X,X,0.5595
241,Whiteville City Schools,320,Whiteville Primary,X,X,0.8515
250,Craven County Schools,304,Albert H Bangert Elementary,, ,0.3908
250,Craven County Schools,306,Ben D Quinn Elementary,, ,0.3449
250,Craven County Schools,308,Bridgeton Elementary,X, ,0.5011
250,Craven County Schools,312,Brinson Memorial Elementary,, ,0.3991
250,Craven County Schools,314,Craven Early College,, ,0.2376
250,Craven County Schools,316,Creekside Elementary,, ,0.1164
250,Craven County Schools,320,Vanceboro-Farm Life Elem,X, ,0.6344
250,Craven County Schools,321,Early College EAST,, ,0.1347
250,Craven County Schools,324,Grover C Fields Middle,, ,0.2952
250,Craven County Schools,328,Graham A Barden Elementary,, ,0.3879
250,Craven County Schools,332,H J MacDonald Middle,X, ,0.4824
250,Craven County Schools,336,Havelock Elementary,X, ,0.5045
250,Craven County Schools,340,Havelock High,, ,0.2823
250,Craven County Schools,344,Havelock Middle,X, ,0.4419
250,Craven County Schools,348,J T Barber Elementary,X, ,0.8333
250,Craven County Schools,350,James W Smith Elementary,X, ,0.6386
250,Craven County Schools,356,New Bern High,, ,0.3479
250,Craven County Schools,360,Oaks Road Elementary,X, ,0.7027
250,Craven County Schools,362,Roger R Bell Elementary,X, ,0.5116
250,Craven County Schools,364,Trent Park Elementary,X, ,0.5551
250,Craven County Schools,368,Tucker Creek Middle,, ,0.1735
250,Craven County Schools,372,West Craven High,X, ,0.4657
250,Craven County Schools,376,West Craven Middle,X, ,0.5262
250,Craven County Schools,378,W Jesse Gurganus Elementary,, ,0.2616
250,Craven County Schools,380,Arthur W Edwards Elementary,, ,0.1412
260,Cumberland County Schools,302,Alma O Easom Elementary,, ,0.3227
260,Cumberland County Schools,306,Armstrong Elementary,X, ,0.5147
260,Cumberland County Schools,308,Ashley Elementary,X,X,0.5837
260,Cumberland County Schools,310,Loyd E Auman Elementary,X,X,0.5475
260,Cumberland County Schools,312,Beaver Dam Elementary,X, ,0.5248
260,Cumberland County Schools,316,Lillian Black Elementary,X,X,0.7018
260,Cumberland County Schools,318,Jack Britt High School,, ,0.2031
260,Cumberland County Schools,320,Brentwood Elementary,X,X,0.7522
260,Cumberland County Schools,321,Douglas Byrd Middle,X,X,0.692
260,Cumberland County Schools,322,Douglas Byrd High,X, ,0.6536
260,Cumberland County Schools,325,Cape Fear High,, ,0.3554
260,Cumberland County Schools,326,Elizabeth M Cashwell Elem,X,X,0.7492
260,Cumberland County Schools,332,Eastover Central Elementary,, ,0.2482
260,Cumberland County Schools,336,Anne Chesnutt Middle,X, ,0.5113
260,Cumberland County Schools,338,Cliffdale Elementary,X,X,0.6451
260,Cumberland County Schools,340,College Lakes Elementary,X,X,0.6253
260,Cumberland County Schools,342,C Wayne Collier Elementary,X, ,0.5135
260,Cumberland County Schools,344,J W Coon Elementary,X,X,0.6441
260,Cumberland County Schools,347,Cumberland International Early College High School,X, ,0.4049
260,Cumberland County Schools,348,Cumberland Mills Elem,X,X,0.5732
260,Cumberland County Schools,352,Cumberland Road Elementary,X,X,0.7481
260,Cumberland County Schools,354,Cross Creek Early College,, ,0.345
260,Cumberland County Schools,356,District No 7 Elementary,, ,0.3561
260,Cumberland County Schools,357,Gray's Creek High School,, ,0.329
260,Cumberland County Schools,358,"Luther ""Nick"" Jeralds Middle",X,X,0.759
260,Cumberland County Schools,359,E E Smith High,X, ,0.5867
260,Cumberland County Schools,361,Ferguson-Easley Elementary,X,X,0.8657
260,Cumberland County Schools,362,Gray's Creek Middle,, ,0.3622
260,Cumberland County Schools,363,Glendale Acres Elementary,X,X,0.5703
260,Cumberland County Schools,364,Alderman Road Elementary,X,X,0.5352
260,Cumberland County Schools,365,R Max Abbott Middle,X, ,0.4864
260,Cumberland County Schools,366,Howard L Hall Elementary,, ,0.2674
260,Cumberland County Schools,367,Bill Hefner Elementary,X,X,0.5627
260,Cumberland County Schools,368,Hope Mills Middle,X, ,0.4464
260,Cumberland County Schools,369,John R Griffin Middle,, ,0.2006
260,Cumberland County Schools,370,Ed V Baldwin Elementary,X, ,0.5459
260,Cumberland County Schools,371,Ireland Drive Middle,X,X,0.6526
260,Cumberland County Schools,372,Lewis Chapel Middle,X,X,0.6528
260,Cumberland County Schools,373,Gallberry Farm Elementary,X, ,0.4267
260,Cumberland County Schools,374,Alger B. Wilkins High School,X, ,0.7821
260,Cumberland County Schools,375,Gray's Creek Elementary School,, ,0.2963
260,Cumberland County Schools,380,Long Hill Elementary,, ,0.2867
260,Cumberland County Schools,382,Lucile Souders Elementary,X,X,0.699
260,Cumberland County Schools,383,Mac Williams Middle,, ,0.3993
260,Cumberland County Schools,386,Margaret Willis Elementary,X,X,0.8228
260,Cumberland County Schools,388,Massey Hill Classical High,, ,0.148
260,Cumberland County Schools,396,Mary McArthur Elementary,X,X,0.707
260,Cumberland County Schools,397,E Melvin Honeycutt Elem,, ,0.2557
260,Cumberland County Schools,398,E E Miller Elementary,X, ,0.4692
260,Cumberland County Schools,400,Montclair Elementary,X,X,0.6569
260,Cumberland County Schools,401,Morganton Road Elementary,X,X,0.5625
260,Cumberland County Schools,402,Manchester Elementary,X,X,0.6942
260,Cumberland County Schools,403,New Century International Elementary,, ,0.3869
260,Cumberland County Schools,404,William H Owen Elementary,X,X,0.7111
260,Cumberland County Schools,405,Walker-Spivey Elementary,X,X,0.8988
260,Cumberland County Schools,406,Pine Forest Middle,, ,0.3417
260,Cumberland County Schools,407,Lake Rim Elementary,X, ,0.4551
260,Cumberland County Schools,408,Pine Forest High,X, ,0.4013
260,Cumberland County Schools,410,Ponderosa Elementary,X,X,0.6758
260,Cumberland County Schools,411,Reid Ross Classical,X, ,0.4929
260,Cumberland County Schools,412,Raleigh Road Elementary,, ,0.2918
260,Cumberland County Schools,413,Howard Learning Academy,X,X,0.8739
260,Cumberland County Schools,414,Benjamin J Martin Elem,X,X,0.6429
260,Cumberland County Schools,415,Rockfish Elementary,X, ,0.4329
260,Cumberland County Schools,416,J W Seabrook Elementary,X,X,0.5798
260,Cumberland County Schools,417,New Century Middle School,, ,0.3941
260,Cumberland County Schools,418,Seventy-First Classical Mid,, ,0.3363
260,Cumberland County Schools,424,Seventy-First High,X, ,0.5066
260,Cumberland County Schools,425,South View Middle,X,X,0.5564
260,Cumberland County Schools,426,Sherwood Park Elementary,X,X,0.6957
260,Cumberland County Schools,427,South View High,X, ,0.4567
260,Cumberland County Schools,428,Spring Lake Middle,X,X,0.7105
260,Cumberland County Schools,430,Stedman Elementary,X, ,0.4648
260,Cumberland County Schools,432,Stedman Primary,X, ,0.5028
260,Cumberland County Schools,434,Stoney Point Elementary,, ,0.1632
260,Cumberland County Schools,440,Sunnyside Elementary,X,X,0.6919
260,Cumberland County Schools,444,Teresa C Berrien Elementary,X,X,0.9048
260,Cumberland County Schools,446,Terry Sanford High,X, ,0.4097
260,Cumberland County Schools,448,Vanstory Hills Elementary,, ,0.3476
260,Cumberland County Schools,449,Ramsey Street High Alternative,X, ,0.7871
260,Cumberland County Schools,450,Warrenwood Elementary,X,X,0.712
260,Cumberland County Schools,452,Westarea Elementary,X,X,0.8235
260,Cumberland County Schools,454,Westover Middle,X,X,0.6723
260,Cumberland County Schools,455,Westover High,X, ,0.5933
260,Cumberland County Schools,459,William T Brown Elementary,X,X,0.6473
260,Cumberland County Schools,700,Cumberland Polytechnic High School,, ,0.3455
270,Currituck County Schools,304,Central Elementary,, ,0.3171
270,Currituck County Schools,306,Currituck County High,, ,0.1821
270,Currituck County Schools,308,Currituck County Middle,, ,0.3014
270,Currituck County Schools,309,Jarvisburg Elementary School,, ,0.3519
270,Currituck County Schools,310,Shawboro Elementary,, ,0.1673
270,Currituck County Schools,311,Knapp Early College,, ,0.2828
270,Currituck County Schools,312,Knotts Island Elementary,, ,0.1076
270,Currituck County Schools,316,Moyock Elementary,, ,0.2603
270,Currituck County Schools,318,Moyock Middle,, ,0.1738
270,Currituck County Schools,320,W T Griggs Elementary,, ,0.397
280,Dare County Schools,302,Cape Hatteras Elementary,X, ,0.4463
280,Dare County Schools,304,Cape Hatteras Secondary,X, ,0.4817
280,Dare County Schools,306,Dare Co Alternative High,,X,0.3871
280,Dare County Schools,308,Kitty Hawk Elementary,, ,0.0958
280,Dare County Schools,310,Nags Head Elementary,, ,0.2567
280,Dare County Schools,312,Manteo Elementary,X, ,0.4058
280,Dare County Schools,316,Manteo High,, ,0.2825
280,Dare County Schools,320,Manteo Middle,, ,0.2835
280,Dare County Schools,324,First Flight Elementary,, ,0.2816
280,Dare County Schools,328,First Flight Middle,, ,0.1887
280,Dare County Schools,330,First Flight High School,, ,0.1561
290,Davidson County Schools,302,Brier Creek Elementary,X, ,0.4712
290,Davidson County Schools,306,Northwest Elementary,, ,0.2465
290,Davidson County Schools,307,Southmont Elementary,X, ,0.4767
290,Davidson County Schools,308,Central Davidson High,, ,0.2905
290,Davidson County Schools,309,Central Davidson Middle,, ,0.3663
290,Davidson County Schools,310,Stoner Thomas,X, ,0.4141
290,Davidson County Schools,312,Churchland Elementary,X, ,0.4707
290,Davidson County Schools,314,Davidson County Extended Day,X, ,0.481
290,Davidson County Schools,315,Davidson Early College,, ,0.1481
290,Davidson County Schools,316,D-T Elementary,, ,0.3062
290,Davidson County Schools,320,Denton Elementary,X, ,0.4101
290,Davidson County Schools,322,E Lawson Brown Middle,, ,0.3201
290,Davidson County Schools,324,East Davidson High,, ,0.1912
290,Davidson County Schools,328,Fair Grove Elementary,, ,0.3377
290,Davidson County Schools,330,Friedberg Elementary,, ,0.1696
290,Davidson County Schools,332,Hasty Elementary,, ,0.3404
290,Davidson County Schools,333,Friendship Elementary,, ,0.2268
290,Davidson County Schools,334,Ledford Middle,, ,0.2287
290,Davidson County Schools,336,Ledford Senior High,, ,0.1545
290,Davidson County Schools,344,Midway Elementary,, ,0.247
290,Davidson County Schools,348,North Davidson High,, ,0.1616
290,Davidson County Schools,350,North Davidson Middle,, ,0.2361
290,Davidson County Schools,351,Oak Grove Middle School,, ,0.2221
290,Davidson County Schools,352,Pilot Elementary,X, ,0.4549
290,Davidson County Schools,356,Reeds Elementary,X, ,0.4085
290,Davidson County Schools,364,Silver Valley Elementary,X, ,0.5774
290,Davidson County Schools,365,South Davidson High,, ,0.329
290,Davidson County Schools,366,Southwood Elementary,X, ,0.5079
290,Davidson County Schools,367,South Davidson Middle,, ,0.3502
290,Davidson County Schools,375,Tyro Elementary,X, ,0.4187
290,Davidson County Schools,376,Tyro Middle,, ,0.3562
290,Davidson County Schools,380,Wallburg Elementary,, ,0.2099
290,Davidson County Schools,384,Welcome Elementary,, ,0.3419
290,Davidson County Schools,388,West Davidson High,, ,0.2376
290,Davidson County Schools,389,Yadkin Valley Regional Career Academy,, ,0.2284
291,Lexington City Schools,308,Charles England Intermediate,X,X,0.6987
291,Lexington City Schools,332,Lexington Middle,X,X,0.6086
291,Lexington City Schools,336,Lexington Senior High,X,X,0.4845
291,Lexington City Schools,340,Pickett Elementary,X,X,0.6722
291,Lexington City Schools,348,South Lexington Elementary,X,X,0.7043
291,Lexington City Schools,350,South Lexington Developmental Center,,X,0.3333
291,Lexington City Schools,352,Southwest Elementary,X,X,0.6353
292,Thomasville City Schools,316,Liberty Drive Elementary,X,X,0.6535
292,Thomasville City Schools,318,Thomasville Primary,X,X,0.6647
292,Thomasville City Schools,320,Thomasville Middle,X,X,0.5878
292,Thomasville City Schools,324,Thomasville High,X,X,0.5118
298,Residential Schools,202,Eastern NC School for the Deaf,X,X,0.5217
298,Residential Schools,203,Governor Morehead School for the Blind,,X,0.2407
298,Residential Schools,204,NC School for the Deaf,,X,0.2609
300,Davie County Schools,306,Central Davie Academy,X, ,0.4273
300,Davie County Schools,308,Cooleemee Elementary,X, ,0.5747
300,Davie County Schools,310,Cornatzer Elementary,, ,0.368
300,Davie County Schools,312,Davie County High,, ,0.249
300,Davie County Schools,314,Davie County Early College High School,, ,0.1951
300,Davie County Schools,320,Mocksville Elementary,X, ,0.4904
300,Davie County Schools,325,North Davie Middle,, ,0.208
300,Davie County Schools,326,Pinebrook Elementary,, ,0.2519
300,Davie County Schools,328,Shady Grove Elementary,, ,0.1183
300,Davie County Schools,330,South Davie Middle,X, ,0.4099
300,Davie County Schools,336,William R Davie Elementary,X, ,0.4555
300,Davie County Schools,337,William Ellis Middle School,, ,0.1598
310,Duplin County Schools,304,B F Grady Elementary,X,X,0.5598
310,Duplin County Schools,308,Beulaville Elementary,X,X,0.4903
310,Duplin County Schools,324,Charity Middle,X,X,0.6172
310,Duplin County Schools,330,Chinquapin Elementary,X,X,0.4098
310,Duplin County Schools,336,Warsaw Elementary,X,X,0.7961
310,Duplin County Schools,338,Duplin Early College High School,X,X,0.4615
310,Duplin County Schools,340,E E Smith Middle,X,X,0.678
310,Duplin County Schools,344,East Duplin High,X,X,0.4198
310,Duplin County Schools,352,James Kenan High,X,X,0.6179
310,Duplin County Schools,356,Kenansville Elementary,X,X,0.6386
310,Duplin County Schools,360,North Duplin Elementary,X,X,0.5107
310,Duplin County Schools,364,North Duplin Jr Sr High,X,X,0.4286
310,Duplin County Schools,384,Rose Hill-Magnolia Elem,X,X,0.7085
310,Duplin County Schools,388,Wallace Elementary,X,X,0.674
310,Duplin County Schools,392,Wallace-Rose Hill High,X,X,0.5441
310,Duplin County Schools,396,Warsaw Middle,X,X,0.7979
320,Durham Public Schools,304,Bethesda Elementary,X,X,0.5186
320,Durham Public Schools,306,Brogden Middle,X, ,0.5791
320,Durham Public Schools,308,Burton Elementary,X,X,0.555
320,Durham Public Schools,309,J D Clement Early College HS,, ,0.243
320,Durham Public Schools,310,Eastway Elementary,X,X,0.7286
320,Durham Public Schools,312,C E Jordan High,, ,0.2432
320,Durham Public Schools,313,Easley Elementary,, ,0.1779
320,Durham Public Schools,314,School for Creative Studies,, ,0.2651
320,Durham Public Schools,315,Eno Valley Elementary,X, ,0.6248
320,Durham Public Schools,316,George L Carrington Middle,X, ,0.4334
320,Durham Public Schools,317,City of Medicine Academy,, ,0.2602
320,Durham Public Schools,318,Club Boulevard Elementary,, ,0.3513
320,Durham Public Schools,319,Creekside Elementary,, ,0.2558
320,Durham Public Schools,320,Glenn Elementary,X,X,0.6102
320,Durham Public Schools,322,Performance Learning Center,X, ,0.5222
320,Durham Public Schools,323,Durham Sch of the Arts,, ,0.1806
320,Durham Public Schools,324,Hillandale Elementary,, ,0.3937
320,Durham Public Schools,325,Hillside High,X, ,0.4347
320,Durham Public Schools,327,Hope Valley Elementary,X, ,0.442
320,Durham Public Schools,328,Holt Elementary,X, ,0.4871
320,Durham Public Schools,332,Forest View Elementary,, ,0.383
320,Durham Public Schools,336,DPS Hospital School,, ,0.1628
320,Durham Public Schools,338,James E Shepard Middle,X, ,0.4979
320,Durham Public Schools,339,Lakewood Elementary,X,X,0.5979
320,Durham Public Schools,340,Little River Elementary,, ,0.2466
320,Durham Public Schools,341,Lakeview School,X,X,0.7453
320,Durham Public Schools,342,Lakewood Montessori School,, ,0.2671
320,Durham Public Schools,343,Lucas Middle School,X, ,0.4296
320,Durham Public Schools,344,Fayetteville Street Elementary,X,X,0.6405
320,Durham Public Schools,346,Lowe's Grove Middle,X, ,0.5407
320,Durham Public Schools,347,George Watts Elementary,, ,0.2463
320,Durham Public Schools,348,Mangum Elementary,, ,0.1509
320,Durham Public Schools,352,Merrick-Moore Elementary,X,X,0.5728
320,Durham Public Schools,354,Morehead Montessori,, ,0.2176
320,Durham Public Schools,355,Neal Middle,X, ,0.5263
320,Durham Public Schools,356,Northern High,, ,0.3578
320,Durham Public Schools,360,Oak Grove Elementary,X, ,0.4464
320,Durham Public Schools,362,Parkwood Elementary,X, ,0.4632
320,Durham Public Schools,363,E K Powe Elementary,, ,0.3671
320,Durham Public Schools,364,Pearsontown Elementary,, ,0.1871
320,Durham Public Schools,365,Riverside High,, ,0.3105
320,Durham Public Schools,366,Sherwood Githens Middle,X, ,0.4076
320,Durham Public Schools,367,R N Harris Elementary,X,X,0.5317
320,Durham Public Schools,368,Southern High,X, ,0.4194
320,Durham Public Schools,369,Sandy Ridge Elementary,X, ,0.492
320,Durham Public Schools,370,Rogers-Herr Middle,, ,0.2402
320,Durham Public Schools,372,Southwest Elementary,, ,0.3873
320,Durham Public Schools,374,C C Spaulding Elementary,X,X,0.7259
320,Durham Public Schools,376,Spring Valley Elementary School,, ,0.3511
320,Durham Public Schools,388,W G Pearson Elementary,X,X,0.6054
320,Durham Public Schools,400,Y E Smith Elementary,X,X,0.7036
320,Durham Public Schools,701,Hillside Tech High School,, ,0.3756
330,Edgecombe County Schools,304,G W Bulluck Elementary,X,X,0.6712
330,Edgecombe County Schools,308,G W Carver Elementary,X,X,0.6156
330,Edgecombe County Schools,312,Coker-Wimberly Elementary,X,X,0.7329
330,Edgecombe County Schools,326,Edgecombe Early College High,, ,0.2143
330,Edgecombe County Schools,328,North Edgecombe High,X,X,0.6875
330,Edgecombe County Schools,332,Phillips Middle,X,X,0.7692
330,Edgecombe County Schools,334,Princeville Elementary School,X,X,0.8398
330,Edgecombe County Schools,340,South Edgecombe Middle,X,X,0.5474
330,Edgecombe County Schools,344,WA Pattillo Middle School,X,X,0.8029
330,Edgecombe County Schools,348,West Edgecombe Middle,X,X,0.5844
330,Edgecombe County Schools,350,SouthWest Edgecombe High,X,X,0.5006
330,Edgecombe County Schools,354,Stocks Elementary,X,X,0.7518
330,Edgecombe County Schools,358,Tarboro High,X,X,0.6168
330,Edgecombe County Schools,360,Martin Millennium Academy,X,X,0.5869
340,Forsyth County Schools,308,Ashley Elementary,X,X,0.8459
340,Forsyth County Schools,311,Atkins High,, ,0.1614
340,Forsyth County Schools,314,Bolton Elementary,X,X,0.6412
340,Forsyth County Schools,320,Brunson Elementary,X,X,0.4349
340,Forsyth County Schools,326,Caleb's Creek Elementary,, ,0.2813
340,Forsyth County Schools,330,Carver High,X,X,0.7594
340,Forsyth County Schools,334,Cash Elementary,, ,0.327
340,Forsyth County Schools,336,Carter Vocational High,X, ,0.4222
340,Forsyth County Schools,344,Children's Center,, ,0.2821
340,Forsyth County Schools,348,Clemmons Elementary,, ,0.1506
340,Forsyth County Schools,350,Clemmons Middle,, ,0.3198
340,Forsyth County Schools,351,Cook Elementary,X,X,0.8547
340,Forsyth County Schools,354,The Downtown School,, ,0.1041
340,Forsyth County Schools,364,East Forsyth High,, ,0.2382
340,Forsyth County Schools,366,East Forsyth Middle,X,X,0.5562
340,Forsyth County Schools,368,Easton Elementary,X,X,0.7829
340,Forsyth County Schools,372,Flat Rock Middle,X,X,0.5601
340,Forsyth County Schools,376,Forest Park Elementary,X,X,0.7934
340,Forsyth County Schools,380,Gibson Elementary,X,X,0.6865
340,Forsyth County Schools,382,R B Glenn High,, ,0.3632
340,Forsyth County Schools,384,Griffith Elementary,X,X,0.6328
340,Forsyth County Schools,385,Main Street Academy,X,X,0.7163
340,Forsyth County Schools,390,Hall-Woodward Elementary,X,X,0.706
340,Forsyth County Schools,392,Hanes Middle,, ,0.2808
340,Forsyth County Schools,400,Ibraham Elementary,X,X,0.6862
340,Forsyth County Schools,403,Jefferson Elementary,, ,0.2264
340,Forsyth County Schools,406,Jefferson Middle,, ,0.2078
340,Forsyth County Schools,416,Kernersville Elementary,X,X,0.5671
340,Forsyth County Schools,420,Kernersville Middle,, ,0.2905
340,Forsyth County Schools,424,Kimberley Park Elementary,X,X,0.8221
340,Forsyth County Schools,426,Kimel Farm Elementary,X, ,0.4261
340,Forsyth County Schools,427,Kingswood School,X,X,0.4872
340,Forsyth County Schools,428,Konnoak Elementary,X,X,0.7118
340,Forsyth County Schools,430,Diggs/Latham Elementary School,X,X,0.7478
340,Forsyth County Schools,432,Lewisville Elementary,, ,0.1567
340,Forsyth County Schools,436,Lowrance Middle,, ,0.3889
340,Forsyth County Schools,440,Meadowlark Elementary,, ,0.1346
340,Forsyth County Schools,442,Meadowlark Middle,, ,0.1426
340,Forsyth County Schools,447,Middle Fork Elementary,X,X,0.661
340,Forsyth County Schools,448,Mineral Springs Elementary,X,X,0.757
340,Forsyth County Schools,452,Mineral Springs Middle,X,X,0.6925
340,Forsyth County Schools,453,Moore Elementary,X, ,0.4692
340,Forsyth County Schools,454,Mount Tabor High,, ,0.3207
340,Forsyth County Schools,457,Frank Morgan Elementary School,, ,0.2083
340,Forsyth County Schools,460,North Forsyth High,X, ,0.4673
340,Forsyth County Schools,462,North Hills Elementary,X,X,0.7985
340,Forsyth County Schools,464,Northwest Middle,X,X,0.5016
340,Forsyth County Schools,472,Old Richmond Elementary,, ,0.3491
340,Forsyth County Schools,476,Old Town Elementary,X,X,0.7232
340,Forsyth County Schools,480,Paisley Middle,X, ,0.4128
340,Forsyth County Schools,486,Parkland High,X, ,0.5274
340,Forsyth County Schools,488,Kennedy Learning,X, ,0.6477
340,Forsyth County Schools,490,Petree Elementary,X,X,0.8453
340,Forsyth County Schools,492,Philo-Hill Magnet Academy,X,X,0.7917
340,Forsyth County Schools,494,Piney Grove Elementary,, ,0.2425
340,Forsyth County Schools,495,Reagan High,, ,0.1262
340,Forsyth County Schools,496,Reynolds High,, ,0.3451
340,Forsyth County Schools,504,Rural Hall Elementary,X, ,0.4059
340,Forsyth County Schools,508,Sedge Garden Elementary,, ,0.368
340,Forsyth County Schools,512,Sherwood Forest Elementary,, ,0.1367
340,Forsyth County Schools,514,Smith Farm Elementary,X, ,0.443
340,Forsyth County Schools,516,Southeast Middle,, ,0.3142
340,Forsyth County Schools,520,South Fork Elementary,X,X,0.6559
340,Forsyth County Schools,528,Southwest Elementary,, ,0.1985
340,Forsyth County Schools,530,Speas Elementary,X,X,0.6303
340,Forsyth County Schools,531,The Childrens Special School,X, ,0.5281
340,Forsyth County Schools,532,Union Cross Elementary,X, ,0.404
340,Forsyth County Schools,536,Vienna Elementary,, ,0.1222
340,Forsyth County Schools,540,Walkertown Elementary,X,X,0.4929
340,Forsyth County Schools,542,Walkertown High School,, ,0.3059
340,Forsyth County Schools,544,Walkertown Middle,X, ,0.4608
340,Forsyth County Schools,548,Ward Elementary,X, ,0.4725
340,Forsyth County Schools,556,West Forsyth High,, ,0.1415
340,Forsyth County Schools,560,Whitaker Elementary,, ,0.1193
340,Forsyth County Schools,564,Wiley Middle,X,X,0.5271
340,Forsyth County Schools,568,Winston-Salem Preparatory Acad,X,X,0.7154
350,Franklin County Schools,304,Bunn Elementary,X,X,0.4581
350,Franklin County Schools,308,Bunn High,, ,0.3233
350,Franklin County Schools,310,Bunn Middle,, ,0.3635
350,Franklin County Schools,312,Cedar Creek Middle,, ,0.3005
350,Franklin County Schools,316,Edward Best Elementary,X,X,0.5342
350,Franklin County Schools,317,Franklin County Early College High School,, ,0.3552
350,Franklin County Schools,318,Franklinton Elementary,X,X,0.5841
350,Franklin County Schools,321,Franklinton High,, ,0.2727
350,Franklin County Schools,324,Franklinton Middle School,X,X,0.5164
350,Franklin County Schools,330,Laurel Mill Elementary,X,X,0.5799
350,Franklin County Schools,331,Long Mill Elementary,, ,0.3744
350,Franklin County Schools,332,Louisburg Elementary,X,X,0.6
350,Franklin County Schools,336,Louisburg High,X, ,0.4224
350,Franklin County Schools,338,Terrell Lane Middle,X,X,0.5276
350,Franklin County Schools,339,Royal Elementary,X,X,0.5155
350,Franklin County Schools,340,Youngsville Elementary,, ,0.3002
360,Gaston County Schools,310,Ashbrook High,, ,0.3989
360,Gaston County Schools,320,Belmont Central Elementary,, ,0.2109
360,Gaston County Schools,324,Belmont Middle,, ,0.2266
360,Gaston County Schools,332,Bessemer City Central Elem,X,X,0.6212
360,Gaston County Schools,336,Bessemer City High,X, ,0.4425
360,Gaston County Schools,337,Gaston Early College,, ,0.1826
360,Gaston County Schools,338,Bessemer City Primary,X,X,0.6885
360,Gaston County Schools,339,William B Beam Intermediate,, ,0.3827
360,Gaston County Schools,340,Brookside Elementary,X,X,0.4949
360,Gaston County Schools,344,Carr Elementary,X,X,0.5188
360,Gaston County Schools,348,Catawba Heights Elementary,, ,0.355
360,Gaston County Schools,352,Chapel Grove Elementary,X,X,0.5467
360,Gaston County Schools,360,Cherryville Senior High,, ,0.3124
360,Gaston County Schools,364,Cherryville Elementary,X, ,0.4645
360,Gaston County Schools,372,Warlick School,X,X,0.587
360,Gaston County Schools,376,Costner Elementary,, ,0.3684
360,Gaston County Schools,378,Stuart Cramer High School,, ,0.2419
360,Gaston County Schools,380,Cramerton Middle,, ,0.1615
360,Gaston County Schools,390,East Gaston High,, ,0.2539
360,Gaston County Schools,392,"Edward D Sadler, Jr Elementary",X,X,0.7168
360,Gaston County Schools,394,Webb St Special Education,, ,0.3313
360,Gaston County Schools,396,Forestview High,, ,0.2187
360,Gaston County Schools,400,Gardner Park Elementary,X,X,0.4787
360,Gaston County Schools,408,W P Grier Middle,X,X,0.5695
360,Gaston County Schools,416,Hawk's Nest Intermediate,, ,0
360,Gaston County Schools,418,Highland Sch of Technology,, ,0.1322
360,Gaston County Schools,420,Hawks Nest STEAM Academy,, ,0.2658
360,Gaston County Schools,426,Holbrook Middle,, ,0.3868
360,Gaston County Schools,428,Hunter Huss High,X, ,0.5062
360,Gaston County Schools,430,J B Page Elementary,, ,0.2254
360,Gaston County Schools,431,John Chavis Middle,, ,0.3914
360,Gaston County Schools,432,Kiser Elementary,X, ,0.4268
360,Gaston County Schools,436,Bessemer City Middle,X,X,0.561
360,Gaston County Schools,438,Lingerfeldt Elementary,X,X,0.7159
360,Gaston County Schools,440,Lowell Elementary,, ,0.3972
360,Gaston County Schools,448,McAdenville Elementary,X, ,0.4115
360,Gaston County Schools,456,Mount Holly Middle,, ,0.2947
360,Gaston County Schools,464,New Hope Elementary,, ,0.2231
360,Gaston County Schools,468,North Belmont Elementary,X,X,0.5091
360,Gaston County Schools,470,North Gaston High,, ,0.3351
360,Gaston County Schools,478,Pinewood Elementary,, ,0.3042
360,Gaston County Schools,480,Pleasant Ridge Elementary,X,X,0.698
360,Gaston County Schools,482,Ida Rankin Elementary,X, ,0.4122
360,Gaston County Schools,488,Robinson Elementary,, ,0.3564
360,Gaston County Schools,490,Sherwood Elementary,X, ,0.4927
360,Gaston County Schools,492,Hershal H Beam Elementary,X,X,0.6828
360,Gaston County Schools,494,South Point High,, ,0.174
360,Gaston County Schools,498,Southwest Middle,X,X,0.5551
360,Gaston County Schools,499,Springfield Primary,,X,0.3988
360,Gaston County Schools,500,Stanley Middle,, ,0.3481
360,Gaston County Schools,504,Tryon Elementary,X,X,0.5284
360,Gaston County Schools,510,W A Bess Elementary,, ,0.2479
360,Gaston County Schools,514,William C Friday Middle,, ,0.3683
360,Gaston County Schools,520,Woodhill Elementary,X,X,0.7604
360,Gaston County Schools,526,York Chester Middle,X,X,0.7127
370,Gates County Schools,304,Buckland Elementary,X, ,0.459
370,Gates County Schools,308,Central Middle,X, ,0.4067
370,Gates County Schools,312,Gates County Senior High,, ,0.396
370,Gates County Schools,316,Gatesville Elementary,X, ,0.4853
370,Gates County Schools,324,T S Cooper Elementary,X, ,0.496
380,Graham County Schools,306,Robbinsville Elementary,X, ,0.4963
