school_name,lea_name,lea_no,isp,eligible
G W Bulluck Elementary,Edgecombe County Schools,330,0.585,X
G W Carver Elementary,Edgecombe County Schools,330,0.511,X
North Edgecombe High,Edgecombe County Schools,330,0.524,X
Phillips Middle,Edgecombe County Schools,330,0.596,X
Princeville Elementary School,Edgecombe County Schools,330,0.754,X
South Edgecombe Middle,Edgecombe County Schools,330,0.444,X
SouthWest Edgecombe High,Edgecombe County Schools,330,0.375,
Stocks Elementary,Edgecombe County Schools,330,0.701,X
Tarboro High,Edgecombe County Schools,330,0.424,X
West Edgecombe Middle,Edgecombe County Schools,330,0.488,X
Ashley Elementary,Forsyth County Schools,340,0.827,X
Bolton Elementary,Forsyth County Schools,340,0.581,X
Brunson Elementary,Forsyth County Schools,340,0.409,X
Carver High,Forsyth County Schools,340,0.694,X
Cook Elementary,Forsyth County Schools,340,0.838,X
Diggs/Latham Elementary School,Forsyth County Schools,340,0.703,X
East Forsyth Middle,Forsyth County Schools,340,0.521,X
Easton Elementary,Forsyth County Schools,340,0.798,X
Flat Rock Middle,Forsyth County Schools,340,0.535,X
Forest Park Elementary,Forsyth County Schools,340,0.753,X
Gibson Elementary,Forsyth County Schools,340,0.654,X
Griffith Elementary,Forsyth County Schools,340,0.564,X
Hall-Woodward Elementary,Forsyth County Schools,340,0.695,X
Hanes Middle,Forsyth County Schools,340,0.323,
Ibraham Elementary,Forsyth County Schools,340,0.684,X
Kennedy Learning,Forsyth County Schools,340,0.617,X
Kernersville Elementary,Forsyth County Schools,340,0.509,X
Kimberley Park Elementary,Forsyth County Schools,340,0.883,X
Kimel Farm Elementary,Forsyth County Schools,340,0.344,
Kingswood School,Forsyth County Schools,340,0.554,X
Konnoak Elementary,Forsyth County Schools,340,0.665,X
Lowrance Middle,Forsyth County Schools,340,0.38,
Main Street Academy,Forsyth County Schools,340,0.713,X
Middle Fork Elementary,Forsyth County Schools,340,0.61,X
Mineral Springs Elementary,Forsyth County Schools,340,0.722,X
Mineral Springs Middle,Forsyth County Schools,340,0.67,X
Moore Elementary,Forsyth County Schools,340,0.398,
North Forsyth High,Forsyth County Schools,340,0.427,X
North Hills Elementary,Forsyth County Schools,340,0.791,X
Northwest Middle,Forsyth County Schools,340,0.447,X
Old Richmond Elementary,Forsyth County Schools,340,0.323,
Old Town Elementary,Forsyth County Schools,340,0.634,X
Paisley Middle,Forsyth County Schools,340,0.434,X
Parkland High,Forsyth County Schools,340,0.479,X
Petree Elementary,Forsyth County Schools,340,0.831,X
Philo-Hill Magnet Academy,Forsyth County Schools,340,0.766,X
R B Glenn High,Forsyth County Schools,340,0.304,
Reynolds High,Forsyth County Schools,340,0.304,
Rural Hall Elementary,Forsyth County Schools,340,0.362,
Smith Farm Elementary,Forsyth County Schools,340,0.423,X
South Fork Elementary,Forsyth County Schools,340,0.632,X
Speas Elementary,Forsyth County Schools,340,0.605,X
The Childrens Special School,Forsyth County Schools,340,0.365,
Union Cross Elementary,Forsyth County Schools,340,0.331,
Walkertown Elementary,Forsyth County Schools,340,0.45,X
Walkertown Middle,Forsyth County Schools,340,0.406,X
Ward Elementary,Forsyth County Schools,340,0.404,X
Wiley Middle,Forsyth County Schools,340,0.467,X
Winston-Salem Preparatory Acad,Forsyth County Schools,340,0.682,X
Bunn Elementary,Franklin County Schools,350,0.424,X
Bunn High,Franklin County Schools,350,0.365,
Bunn Middle,Franklin County Schools,350,0.368,
Edward Best Elementary,Franklin County Schools,350,0.488,X
Franklin County Early College High School,Franklin County Schools,350,0.317,
Franklinton Elementary,Franklin County Schools,350,0.63,X
Franklinton Middle School,Franklin County Schools,350,0.498,X
Laurel Mill Elementary,Franklin County Schools,350,0.661,X
Long Mill Elementary,Franklin County Schools,350,0.384,
Louisburg Elementary,Franklin County Schools,350,0.597,X
Louisburg High,Franklin County Schools,350,0.386,
Royal Elementary,Franklin County Schools,350,0.482,X
Terrell Lane Middle,Franklin County Schools,350,0.507,X
Ashbrook High,Gaston County Schools,360,0.405,X
Bessemer City Central Elem,Gaston County Schools,360,0.578,X
Bessemer City High,Gaston County Schools,360,0.468,X
Bessemer City Middle,Gaston County Schools,360,0.548,X
Bessemer City Primary,Gaston County Schools,360,0.605,X
Brookside Elementary,Gaston County Schools,360,0.548,X
Carr Elementary,Gaston County Schools,360,0.555,X
Catawba Heights Elementary,Gaston County Schools,360,0.429,X
Chapel Grove Elementary,Gaston County Schools,360,0.582,X
Cherryville Elementary,Gaston County Schools,360,0.471,X
Cherryville Senior High,Gaston County Schools,360,0.356,
Costner Elementary,Gaston County Schools,360,0.401,X
"Edward D Sadler, Jr Elementary",Gaston County Schools,360,0.731,X
Forest Heights Elementary,Gaston County Schools,360,0.659,X
Gardner Park Elementary,Gaston County Schools,360,0.523,X
Hershal H Beam Elementary,Gaston County Schools,360,0.694,X
Holbrook Middle,Gaston County Schools,360,0.431,X
Hunter Huss High,Gaston County Schools,360,0.545,X
Ida Rankin Elementary,Gaston County Schools,360,0.429,X
John Chavis Middle,Gaston County Schools,360,0.384,
Kiser Elementary,Gaston County Schools,360,0.424,X
Lingerfeldt Elementary,Gaston County Schools,360,0.782,X
Lowell Elementary,Gaston County Schools,360,0.412,X
McAdenville Elementary,Gaston County Schools,360,0.416,X
Mount Holly Middle,Gaston County Schools,360,0.357,
North Belmont Elementary,Gaston County Schools,360,0.516,X
North Gaston High,Gaston County Schools,360,0.381,
Pinewood Elementary,Gaston County Schools,360,0.374,
Pleasant Ridge Elementary,Gaston County Schools,360,0.694,X
Rhyne Elementary,Gaston County Schools,360,0.876,X
Robinson Elementary,Gaston County Schools,360,0.395,
Sherwood Elementary,Gaston County Schools,360,0.525,X
Southwest Middle,Gaston County Schools,360,0.564,X
Springfield Primary,Gaston County Schools,360,0.488,X
Stanley Middle,Gaston County Schools,360,0.393,
Tryon Elementary,Gaston County Schools,360,0.611,X
W P Grier Middle,Gaston County Schools,360,0.584,X
Warlick School,Gaston County Schools,360,0.626,X
Webb St Special Education,Gaston County Schools,360,0.36,
William B Beam Intermediate,Gaston County Schools,360,0.462,X
William C Friday Middle,Gaston County Schools,360,0.401,X
Woodhill Elementary,Gaston County Schools,360,0.702,X
York Chester Middle,Gaston County Schools,360,0.732,X
Buckland Elementary,Gates County Schools,370,0.357,
Central Middle,Gates County Schools,370,0.325,
Gatesville Elementary,Gates County Schools,370,0.449,X
T S Cooper Elementary,Gates County Schools,370,0.43,X
Robbinsville Elementary,Graham County Schools,380,0.472,X
Robbinsville High,Graham County Schools,380,0.404,X
Robbinsville Middle,Graham County Schools,380,0.409,X
Butner-Stem Elementary,Granville County Schools,390,0.479,X
Butner-Stem Middle,Granville County Schools,390,0.366,
C G Credle Elementary,Granville County Schools,390,0.589,X
Creedmoor Elementary,Granville County Schools,390,0.454,X
Granville Central High School,Granville County Schools,390,0.331,
Granville Magnet School,Granville County Schools,390,0.432,X
J F Webb High,Granville County Schools,390,0.425,X
Joe Toler-Oak Hill Elem,Granville County Schools,390,0.472,X
Mary Potter Middle,Granville County Schools,390,0.406,X
Mount Energy Elementary,Granville County Schools,390,0.32,
Northern Granville Middle,Granville County Schools,390,0.395,
Stovall-Shaw Elementary,Granville County Schools,390,0.448,X
West Oxford Elementary,Granville County Schools,390,0.545,X
Greene Central High,Greene County Schools,400,0.498,X
Greene County Intermediate Schools,Greene County Schools,400,0.591,X
Greene County Middle,Greene County Schools,400,0.577,X
Greene Early College High,Greene County Schools,400,0.397,
Snow Hill Primary,Greene County Schools,400,0.479,X
West Greene Elementary,Greene County Schools,400,0.678,X
Allen Jay Elementary,Guilford County Schools,410,0.641,X
Allen Jay Middle - A Preparatory Academy,Guilford County Schools,410,0.444,X
Allen Middle,Guilford County Schools,410,0.582,X
Archer Elementary,Guilford County Schools,410,0.572,X
Aycock Middle,Guilford County Schools,410,0.543,X
Ben L Smith High,Guilford County Schools,410,0.587,X
Bessemer Elementary,Guilford County Schools,410,0.801,X
Bluford Elementary,Guilford County Schools,410,0.73,X
Brightwood Elementary,Guilford County Schools,410,0.648,X
Ceasar Cone Elementary,Guilford County Schools,410,0.843,X
Clara J Peck Elementary,Guilford County Schools,410,0.734,X
Cyrus P Frazier Elementary,Guilford County Schools,410,0.589,X
David D Jones Elementary,Guilford County Schools,410,0.465,X
Dudley High,Guilford County Schools,410,0.643,X
Eastern Guilford High,Guilford County Schools,410,0.422,X
Eastern Middle,Guilford County Schools,410,0.455,X
Edwin A Alderman Elementary,Guilford County Schools,410,0.537,X
Erwin Montessori,Guilford County Schools,410,0.412,X
Fairview Elementary,Guilford County Schools,410,0.828,X
Ferndale Middle,Guilford County Schools,410,0.613,X
Gateway Education Center,Guilford County Schools,410,0.438,X
"George C. Simkins, Jr Elementary",Guilford County Schools,410,0.424,X
Gibsonville Elementary,Guilford County Schools,410,0.33,
Gillespie Park Elementary,Guilford County Schools,410,0.851,X
Greene Education Center @ Ragsdale,Guilford County Schools,410,0.527,X
GTCC East Middle College High,Guilford County Schools,410,0.339,
Guilford Elementary,Guilford County Schools,410,0.519,X
Guilford Middle,Guilford County Schools,410,0.441,X
Herbin-Metz Education Center,Guilford County Schools,410,0.437,X
High Point Central High,Guilford County Schools,410,0.455,X
High Point GTCC Middle College,Guilford County Schools,410,0.444,X
High School Ahead Academy,Guilford County Schools,410,0.518,X
Hunter Elementary,Guilford County Schools,410,0.684,X
Irving Park Elementary,Guilford County Schools,410,0.503,X
Jackson Middle,Guilford County Schools,410,0.715,X
James Y Joyner Elementary,Guilford County Schools,410,0.492,X
Jamestown Elementary,Guilford County Schools,410,0.561,X
Jamestown Middle,Guilford County Schools,410,0.369,
Jefferson Elementary,Guilford County Schools,410,0.45,X
John Van Lindley Elementary,Guilford County Schools,410,0.426,X
Johnson Street Elementary,Guilford County Schools,410,0.567,X
Julius I Foust Elementary,Guilford County Schools,410,0.734,X
Kirkman Park Elementary,Guilford County Schools,410,0.806,X
Kiser Middle,Guilford County Schools,410,0.465,X
Laurin Welborn Middle,Guilford County Schools,410,0.644,X
Madison Elementary,Guilford County Schools,410,0.447,X
McLeansville Elementary,Guilford County Schools,410,0.448,X
Mendenhall Middle,Guilford County Schools,410,0.376,
Meredith Haynes-Inman School,Guilford County Schools,410,0.415,X
Middle College High at Bennett,Guilford County Schools,410,0.388,
